Index,TEXCOORD2,byte48p
0,0.809527575969696,
0,0.8830863833427429,
1,0.8322541117668152,
1,0.9368227124214172,
2,0.8095272779464722,
2,0.9369614720344543,
3,0.8350442051887512,
3,0.8830867409706116,
4,0.8104073405265808,
4,0.9950833916664124,
5,0.8360221982002258,
5,0.9922743439674377,
6,0.8759409785270691,
6,0.9762726426124573,
7,0.8646193146705627,
7,0.9305018782615662,
8,0.9056058526039124,
8,0.9437796473503113,
9,0.8957169651985168,
9,0.9210500121116638,
10,0.8685210943222046,
10,0.8830873370170593,
11,0.9178417325019836,
11,0.9050403237342834,
12,0.8987002968788147,
12,0.8830869793891907,
13,0.9256475567817688,
13,0.8830855488777161,
14,0.7826231718063354,
14,0.8830869793891907,
15,0.8095272779464722,
15,0.9369614720344543,
16,0.788104236125946,
16,0.9369401335716248,
17,0.809527575969696,
17,0.8830863833427429,
18,0.7863293886184692,
18,0.9901717305183411,
19,0.7483707070350647,
19,0.9778589606285095,
20,0.755839467048645,
20,0.9308335185050964,
21,0.8104073405265808,
21,0.9950833916664124,
22,0.7225108742713928,
22,0.9533068537712097,
23,0.728247344493866,
23,0.9219728112220764,
24,0.7482506036758423,
24,0.8830880522727966,
25,0.6992024183273315,
25,0.9056165814399719,
26,0.7177757620811462,
26,0.8830869793891907,
27,0.690862774848938,
27,0.8830856680870056,
28,0.809527575969696,
28,0.8830863833427429,
29,0.8322541117668152,
29,0.9368227124214172,
30,0.8095272779464722,
30,0.9369614720344543,
31,0.8350442051887512,
31,0.8830867409706116,
32,0.8104073405265808,
32,0.9950833916664124,
33,0.8360221982002258,
33,0.9922743439674377,
34,0.8759409785270691,
34,0.9762726426124573,
35,0.8646193146705627,
35,0.9305018782615662,
36,0.9056058526039124,
36,0.9437796473503113,
37,0.8957169651985168,
37,0.9210500121116638,
38,0.8685210943222046,
38,0.8830873370170593,
39,0.9178417325019836,
39,0.9050403237342834,
40,0.8987002968788147,
40,0.8830869793891907,
41,0.9256475567817688,
41,0.8830855488777161,
42,0.7826231718063354,
42,0.8830869793891907,
43,0.8095272779464722,
43,0.9369614720344543,
44,0.788104236125946,
44,0.9369401335716248,
45,0.809527575969696,
45,0.8830863833427429,
46,0.7863293886184692,
46,0.9901717305183411,
47,0.7483707070350647,
47,0.9778589606285095,
48,0.755839467048645,
48,0.9308335185050964,
49,0.8104073405265808,
49,0.9950833916664124,
50,0.7225108742713928,
50,0.9533068537712097,
51,0.728247344493866,
51,0.9219728112220764,
52,0.7482506036758423,
52,0.8830880522727966,
53,0.6992024183273315,
53,0.9056165814399719,
54,0.7177757620811462,
54,0.8830869793891907,
55,0.690862774848938,
55,0.8830856680870056,
56,0.8088077902793884,
56,0.8830863833427429,
57,0.8321274518966675,
57,0.9368529915809631,
58,0.808807373046875,
58,0.9369614720344543,
59,0.8345880508422852,
59,0.8830867409706116,
60,0.8096794486045837,
60,0.9950855374336243,
61,0.835152268409729,
61,0.9922743439674377,
62,0.8749328255653381,
62,0.9764775633811951,
63,0.8651597499847412,
63,0.9304960370063782,
64,0.9045963883399963,
64,0.9437581896781921,
65,0.8948766589164734,
65,0.9210230708122253,
66,0.8685773015022278,
66,0.8830869793891907,
67,0.9181875586509705,
67,0.9047331213951111,
68,0.8990824818611145,
68,0.8830867409706116,
69,0.9262838959693909,
69,0.8830851912498474,
70,0.7826310396194458,
70,0.8830867409706116,
71,0.7856518626213074,
71,0.936905562877655,
72,0.7852849960327148,
72,0.9916924834251404,
73,0.7465547323226929,
73,0.9781221747398376,
74,0.7541552782058716,
74,0.9306159615516663,
75,0.7222841382026672,
